"OCOUNTY","DCOUNTY","trip_mode","tour_purpose","count"
"Oakland","Macomb","School Bus","Total",2635.960575156
"St. Clair","St. Clair","Bike/Moped","Total",6485.275169536
"Macomb","Detroit","Walk-Transit","Total",4347.092885824
"Detroit","Macomb","Walk-Transit","Total",1188.964706264
"Oakland","Macomb","KNR-Transit","Total",1460.96522418
"Monroe","Detroit","Auto 2 Person","Total",200.421948901
"St. Clair","Wayne","Auto 2 Person","Total",604.523884654
"Livingston","Monroe","Auto SOV","Total",379.27880821
"Monroe","Livingston","Auto SOV","Total",340.970865434
"Oakland","Detroit","PNR-Transit","Total",425.39981581
"Detroit","Oakland","PNR-Transit","Total",277.84506939
"Washtenaw","Washtenaw","KNR-Transit","Total",548.390791179
"Detroit","Oakland","Bike/Moped","Total",91.751961
"Oakland","Macomb","Walk-Transit","Total",2499.293467123
"Macomb","Oakland","Walk-Transit","Total",2426.221054633
"Monroe","Washtenaw","Walk","Total",1739.68280228
"Washtenaw","Monroe","Walk","Total",1296.08770514
"Livingston","Livingston","Walk-Transit","Total",221.59628291
"St. Clair","Detroit","Auto 2 Person","Total",386.393528298
"Wayne","Washtenaw","Bike/Moped","Total",165.604064072
"Washtenaw","Wayne","Bike/Moped","Total",413.549537872
"Macomb","Oakland","KNR-Transit","Total",1639.74292902
"Washtenaw","Monroe","School Bus","Total",314.9311296
"St. Clair","Detroit","Auto 3+ Person","Total",556.7367792
"Detroit","St. Clair","Auto SOV","Total",638.367307372
"Washtenaw","Oakland","School Bus","Total",177.7522645
"Oakland","Washtenaw","Auto 3+ Person","Total",2125.846910159
"Wayne","St. Clair","Auto SOV","Total",212.38156633
"Monroe","Monroe","Bike/Moped","Total",2111.128960185
"Wayne","Oakland","KNR-Transit","Total",69.036098145
"Oakland","Wayne","Walk-Transit","Total",69.036098145
"Detroit","Detroit","KNR-Transit","Total",818.308014027
"St. Clair","Wayne","Auto 3+ Person","Total",279.8873052
"Wayne","St. Clair","Auto 3+ Person","Total",279.8873052
"Washtenaw","Oakland","Walk","Total",231.231755
"Oakland","Washtenaw","Walk","Total",231.231755
"St. Clair","Livingston","Auto 2 Person","Total",281.044159741
"Livingston","Macomb","KNR-Transit","Total",30.649406025
"Livingston","Detroit","Auto 2 Person","Total",767.78218729
"Detroit","Livingston","Auto 2 Person","Total",767.78218729
"Monroe","Washtenaw","School Bus","Total",178.8261067
"Monroe","Oakland","Auto 2 Person","Total",665.57235761
"Detroit","Washtenaw","KNR-Transit","Total",106.2412899
"Washtenaw","Detroit","KNR-Transit","Total",106.2412899
"Oakland","Monroe","Auto 2 Person","Total",547.441452729
"Wayne","Macomb","Walk","Total",332.7827643
"Macomb","Wayne","Walk","Total",332.7827643
"Detroit","Macomb","KNR-Transit","Total",92.0966687
"Macomb","Detroit","Bike/Moped","Total",92.0966687
"Macomb","Washtenaw","Auto 3+ Person","Total",118.724700885
"Monroe","Oakland","Auto 3+ Person","Total",19.671684724
"Wayne","St. Clair","Auto 2 Person","Total",394.434395815
"Macomb","Wayne","Walk-Transit","Total",151.897885329
"Wayne","Macomb","Walk-Transit","Total",151.897885329
"Wayne","Washtenaw","Walk","Total",112.2100968
"St. Clair","St. Clair","KNR-Transit","Total",421.0529374
"Washtenaw","Detroit","Walk","Total",175.192912
"Macomb","Oakland","Bike/Moped","Total",65.1562084
"Oakland","Macomb","Bike/Moped","Total",65.1562084
"Wayne","Washtenaw","School Bus","Total",330.0195767
"Macomb","Oakland","Walk","Total",54.614363781
"Wayne","Washtenaw","Walk-Transit","Total",247.9454738
"Wayne","Washtenaw","PNR-Transit","Total",428.300026539
"Monroe","Livingston","Auto 2 Person","Total",146.010159145
"Livingston","Monroe","Auto 2 Person","Total",125.588350745
"Washtenaw","Monroe","Walk-Transit","Total",206.1225233
"Monroe","Washtenaw","Walk-Transit","Total",206.1225233
"Oakland","Oakland","KNR-Transit","Total",972.1916513
"St. Clair","Washtenaw","Auto 2 Person","Total",55.189384
"Washtenaw","St. Clair","Auto 2 Person","Total",55.189384
"Detroit","Monroe","Auto 2 Person","Total",508.732415711
"Detroit","St. Clair","Auto 3+ Person","Total",454.6631986
"St. Clair","Livingston","Auto SOV","Total",415.858922145
"Livingston","St. Clair","Auto SOV","Total",415.858922145
"Detroit","Macomb","Walk","Total",623.56857615
"Detroit","St. Clair","Auto 2 Person","Total",690.223427691
"St. Clair","Monroe","Auto SOV","Total",31.451499765
"Oakland","Macomb","Walk","Total",565.0810994
"St. Clair","Wayne","Auto SOV","Total",290.04989048
"Livingston","Macomb","Auto 3+ Person","Total",129.438974257
"Macomb","Livingston","Auto 3+ Person","Total",129.438974257
"Washtenaw","Wayne","PNR-Transit","Total",89.2101798
"Livingston","St. Clair","Auto 2 Person","Total",255.311638381
"Wayne","Oakland","Walk-Transit","Total",211.8230737
"Oakland","Wayne","KNR-Transit","Total",211.8230737
"Detroit","Oakland","KNR-Transit","Total",53.42980986
"Monroe","Macomb","Auto 2 Person","Total",36.227134544
"Macomb","Monroe","Auto 2 Person","Total",36.227134544
"Monroe","St. Clair","Auto 2 Person","Total",33.040929983
"Monroe","Wayne","Walk-Transit","Total",152.80809096
"Wayne","Monroe","Walk-Transit","Total",152.80809096
"Oakland","Washtenaw","School Bus","Total",100.8281819
"St. Clair","Detroit","Walk-Transit","Total",141.357173892
"Detroit","St. Clair","Walk-Transit","Total",141.357173892
"Washtenaw","Livingston","School Bus","Total",81.494289
"Livingston","Washtenaw","School Bus","Total",40.7471445
"Detroit","Wayne","School Bus","Total",1046.1826055
"Wayne","Detroit","School Bus","Total",1046.1826055
"Macomb","Macomb","KNR-Transit","Total",486.50815278
"Monroe","St. Clair","Auto 3+ Person","Total",19.12160229
"St. Clair","Monroe","Auto 2 Person","Total",19.12160229
"Detroit","Wayne","KNR-Transit","Total",92.0966687
NA,NA,"Total",NA,NA
"Monroe","Monroe","Total","Shop",53443.438248537
"Detroit","Detroit","Total","Work",219185.938709691
"Detroit","Oakland","Total","Work",64371.2616896746
"Oakland","Detroit","Total","Work",59004.0972375326
"Wayne","Washtenaw","Total","Work",41647.6742321917
"Washtenaw","Monroe","Total","Work",5562.43766986616
"Monroe","Wayne","Total","Work",15525.0459964255
"Wayne","Wayne","Total","Eating Out",141781.20354737
"Washtenaw","Washtenaw","Total","Work-based",57881.7090107146
"Wayne","Wayne","Total","Work",622088.999498694
"Wayne","Wayne","Total","Work-based",98336.949069206
"Washtenaw","Washtenaw","Total","University",83474.227012805
"Washtenaw","Washtenaw","Total","Maintenance",134105.065389442
"Washtenaw","Washtenaw","Total","Eating Out",50555.2030742223
"Detroit","Macomb","Total","Work",40874.534826706
"Macomb","Detroit","Total","Work",44942.389431612
"Detroit","Detroit","Total","Maintenance",265203.350400733
"Detroit","Detroit","Total","Discretionary",178030.449091663
"Macomb","Detroit","Total","Work-based",2638.32238783
"Detroit","Detroit","Total","Work-based",64726.5630229444
"Detroit","Macomb","Total","Work-based",2740.194289228
"Oakland","Oakland","Total","Work",905942.668343418
"Oakland","Oakland","Total","Work-based",142125.656970662
"Washtenaw","Washtenaw","Total","Shop",126745.498293005
"Livingston","Livingston","Total","Escort",39960.333803893
"Livingston","Wayne","Total","Work",12544.050681085
"Wayne","Livingston","Total","Work",11589.110334912
"Livingston","Livingston","Total","Work",75296.3409201892
"Livingston","Livingston","Total","School",72927.340645104
"Wayne","Wayne","Total","Discretionary",443336.057570062
"Wayne","Wayne","Total","Shop",503155.154602863
"Oakland","Oakland","Total","Escort",322388.42170033
"Oakland","Oakland","Total","Discretionary",624133.212831546
"Oakland","Oakland","Total","School",491060.310733876
"Washtenaw","Washtenaw","Total","Discretionary",172126.550922422
"Washtenaw","Detroit","Total","Work",4873.30052206512
"Detroit","Washtenaw","Total","Work",3998.86553781812
"Wayne","Macomb","Total","Work",31864.298643816
"Macomb","Oakland","Total","Work",123369.232916783
"Oakland","Wayne","Total","Work",119238.460175834
"Wayne","Wayne","Total","School",471966.183577388
"Detroit","Wayne","Total","Maintenance",46540.609485742
"Wayne","Detroit","Total","Maintenance",46969.884926237
"Livingston","Detroit","Total","Work",601.345737232
"Detroit","Livingston","Total","Work",694.538135812
"Washtenaw","Washtenaw","Total","Work",268127.954197845
"Monroe","Monroe","Total","Work",64728.125983348
"St. Clair","Macomb","Total","Escort",5339.21099099
"Macomb","St. Clair","Total","Escort",5823.305677429
"Macomb","Macomb","Total","Escort",181577.933296348
"St. Clair","St. Clair","Total","Visiting",20602.00019864
"St. Clair","Macomb","Total","School",5274.238408472
"Macomb","Macomb","Total","School",306833.665506224
"Macomb","St. Clair","Total","School",5246.029873272
"Washtenaw","Washtenaw","Total","Escort",94840.2900526889
"Washtenaw","Washtenaw","Total","Visiting",45625.7535948182
"Washtenaw","Washtenaw","Total","School",127448.54941141
"Oakland","Macomb","Total","Work",124480.859847227
"Oakland","Oakland","Total","Shop",469216.227458668
"Oakland","Oakland","Total","Eating Out",181829.601016671
"Livingston","Washtenaw","Total","Work",15804.332779249
"Washtenaw","Livingston","Total","Work",15041.9105669305
"Livingston","Livingston","Total","Eating Out",15172.003314354
"Livingston","Oakland","Total","Work",22057.010461031
"Oakland","Livingston","Total","Work",23018.8112952135
"Oakland","Wayne","Total","Work-based",7214.7329094452
"Wayne","Oakland","Total","Work-based",6536.5604183002
"Oakland","Oakland","Total","University",76083.012358334
"Oakland","Wayne","Total","University",3820.788344663
"Wayne","Oakland","Total","University",5556.435904663
"Oakland","Oakland","Total","Visiting",131728.41887955
"Detroit","Detroit","Total","Shop",179503.83358624
"Detroit","Detroit","Total","School",258905.325173804
"St. Clair","St. Clair","Total","Discretionary",60413.4570637142
"Detroit","Wayne","Total","Shop",29435.8775184072
"Wayne","Detroit","Total","Shop",34418.6091029309
"Wayne","Oakland","Total","Work",116593.506717091
"St. Clair","Macomb","Total","Shop",4010.096492629
"Macomb","Macomb","Total","Shop",371862.058463347
"Macomb","St. Clair","Total","Shop",4224.947936081
"St. Clair","Detroit","Total","Maintenance",629.882719865
"Detroit","Macomb","Total","Maintenance",7694.3125711855
"Macomb","St. Clair","Total","Maintenance",3275.194832769
"Livingston","Oakland","Total","Shop",7067.37604489108
"Oakland","Livingston","Total","Shop",6569.82379740326
"Monroe","Monroe","Total","Maintenance",54321.891214696
"Monroe","Monroe","Total","School",50128.03918824
"Livingston","Livingston","Total","Shop",66420.5949657243
"Macomb","Macomb","Total","Work",533530.11043288
"Wayne","Oakland","Total","Maintenance",25825.984302692
"Oakland","Oakland","Total","Maintenance",444152.040174077
"Oakland","Wayne","Total","Maintenance",27264.896780148
"Wayne","Livingston","Total","Shop",576.109476735
"Macomb","Oakland","Total","Work-based",6090.008998041
"St. Clair","St. Clair","Total","Work",89759.631884585
"Wayne","Wayne","Total","Visiting",169575.667780147
"Livingston","Livingston","Total","Discretionary",77117.9705236681
"Wayne","Wayne","Total","Maintenance",380477.843002052
"Monroe","Monroe","Total","Discretionary",50232.9668160056
"Monroe","Detroit","Total","Work",1567.279765241
"Detroit","Monroe","Total","Work",2011.017510171
"Monroe","Monroe","Total","Visiting",20994.653813336
"Oakland","Macomb","Total","Escort",5626.541156507
"Macomb","Oakland","Total","Escort",5574.425985759
"Livingston","Livingston","Total","Maintenance",54939.0502385398
"St. Clair","Macomb","Total","Maintenance",2903.462789368
"Macomb","Macomb","Total","Maintenance",320053.667112618
"St. Clair","St. Clair","Total","Maintenance",70550.5640317414
"St. Clair","St. Clair","Total","School",62070.7442486918
"Macomb","Oakland","Total","Maintenance",34475.4487018197
"Oakland","Macomb","Total","Maintenance",35064.2128302467
"Wayne","Livingston","Total","Maintenance",2649.218192512
"Livingston","Oakland","Total","Eating Out",2405.419007669
"Oakland","Livingston","Total","Eating Out",2451.410665619
"Detroit","Wayne","Total","Work",85703.214435248
"Wayne","Detroit","Total","Work",85652.3847644331
"Detroit","Detroit","Total","University",67932.3019837022
"Washtenaw","Oakland","Total","Maintenance",2616.995616143
"Oakland","Livingston","Total","Maintenance",8008.10296167182
"Washtenaw","Oakland","Total","Work",15161.4487656391
"Livingston","Washtenaw","Total","School",1765.5316102
"Washtenaw","Oakland","Total","School",1399.247817276
"Oakland","Livingston","Total","School",5217.6567426
"Livingston","Washtenaw","Total","Discretionary",1623.206647649
"Washtenaw","Livingston","Total","Discretionary",1967.424128685
"Monroe","Wayne","Total","Visiting",1768.142579439
"Wayne","Monroe","Total","Visiting",1988.041482834
"Detroit","Macomb","Total","Discretionary",13182.066263806
"Macomb","Detroit","Total","Discretionary",13972.47328975
"Livingston","Oakland","Total","Maintenance",7400.541077203
"Washtenaw","Wayne","Total","University",5976.9727957
"Wayne","Washtenaw","Total","University",4812.1642379
"Washtenaw","Wayne","Total","Work",39384.8952162016
"St. Clair","St. Clair","Total","Shop",65867.980419956
"St. Clair","Macomb","Total","Work",16800.231521458
"Macomb","St. Clair","Total","Work",17230.703497114
"Livingston","Detroit","Total","Discretionary",198.421452186
"Detroit","Livingston","Total","Discretionary",264.460960527
"Livingston","Oakland","Total","Work-based",646.957626597
"Oakland","Livingston","Total","Work-based",923.774005957
"Livingston","Oakland","Total","Discretionary",3954.607822274
"Oakland","Livingston","Total","Discretionary",4642.82386538836
"Monroe","Washtenaw","Total","Maintenance",2462.866364315
"Washtenaw","Monroe","Total","Maintenance",2492.178199457
"Wayne","Macomb","Total","Maintenance",12521.1121199443
"Oakland","Wayne","Total","Shop",26182.8155615022
"Wayne","Oakland","Total","Shop",23176.3422783102
"Oakland","Wayne","Total","Eating Out",9949.6753684893
"Wayne","Oakland","Total","Eating Out",9949.6753684893
"Oakland","Wayne","Total","Discretionary",25624.6417027372
"Wayne","Oakland","Total","Discretionary",27636.6313718172
"Livingston","Livingston","Total","Visiting",17106.4032516143
"Oakland","Macomb","Total","Discretionary",20455.726990636
"Macomb","Oakland","Total","Discretionary",20891.580713799
"Wayne","Wayne","Total","Escort",344914.377438417
"Washtenaw","Livingston","Total","Work-based",215.02356676
"Livingston","Washtenaw","Total","Work-based",223.477062452
"Oakland","Washtenaw","Total","Work",14859.4289588695
"Washtenaw","Wayne","Total","Discretionary",7532.954815046
"Wayne","Washtenaw","Total","Discretionary",8420.282086853
"Detroit","Wayne","Total","Discretionary",33633.81772347
"Wayne","Detroit","Total","Discretionary",30276.405643822
"Macomb","Washtenaw","Total","Work",1432.181027016
"Wayne","Oakland","Total","Visiting",7538.614178844
"Oakland","Detroit","Total","Visiting",8305.577951802
"Detroit","Oakland","Total","Visiting",7709.324199424
"Oakland","Wayne","Total","Visiting",6493.056179224
"Monroe","Monroe","Total","Escort",28794.5367964939
"Monroe","Washtenaw","Total","Escort",1300.444147932
"Washtenaw","Monroe","Total","Escort",1262.975010066
"Wayne","Monroe","Total","Work",14352.9549996635
"Wayne","Washtenaw","Total","Work-based",1618.121478759
"Washtenaw","Wayne","Total","Work-based",1620.653169249
"Monroe","Washtenaw","Total","Discretionary",1469.621996054
"Washtenaw","Monroe","Total","Discretionary",1455.522270689
"Detroit","Detroit","Total","Visiting",92612.186025341
"Livingston","Oakland","Total","Escort",4642.709430383
"Oakland","Livingston","Total","Escort",5027.385383281
"Livingston","Wayne","Total","Maintenance",4025.568343973
"Livingston","Oakland","Total","School",4634.2372125
"St. Clair","St. Clair","Total","Work-based",11820.223833946
"Livingston","Wayne","Total","Visiting",712.723869908
"Wayne","Livingston","Total","Visiting",356.583603646
"Monroe","Macomb","Total","Work",350.531716998
"Macomb","Monroe","Total","Work",362.206800243
"Monroe","Wayne","Total","Maintenance",1930.083794032
"Wayne","Monroe","Total","Maintenance",1556.137376909
"Macomb","Macomb","Total","Discretionary",342106.81601829
"Wayne","Macomb","Total","Discretionary",5890.54194861
"Macomb","Wayne","Total","School",3391.694700696
"Wayne","Macomb","Total","School",3728.963838696
"Detroit","Detroit","Total","Eating Out",40341.7802672546
"Macomb","Macomb","Total","Eating Out",125772.116778156
"Livingston","Macomb","Total","Maintenance",804.906585764
"Macomb","Livingston","Total","Maintenance",175.469704364
"Washtenaw","Macomb","Total","Work",1597.312990093
"Livingston","Washtenaw","Total","Maintenance",3092.717461847
"Washtenaw","Livingston","Total","Maintenance",4091.052002658
"Livingston","Washtenaw","Total","Escort",981.991322561
"Washtenaw","Livingston","Total","Escort",1023.215235921
"Livingston","Washtenaw","Total","Visiting",514.600394214
"Washtenaw","Livingston","Total","Visiting",722.930786323
"Washtenaw","Livingston","Total","School",1182.1120801
"Wayne","Detroit","Total","Visiting",12359.611684009
"Detroit","Wayne","Total","Visiting",11522.41991497
"Detroit","Detroit","Total","Escort",216423.429621164
"Detroit","Macomb","Total","Shop",7611.31577603372
"Macomb","Detroit","Total","Shop",7060.060981042
"Macomb","Oakland","Total","Eating Out",6309.438155689
"Oakland","Macomb","Total","Eating Out",6365.723447069
"Wayne","Detroit","Total","Escort",25257.9653619675
"Detroit","Wayne","Total","Escort",29718.1206288435
"Livingston","Wayne","Total","Escort",1951.963230915
"Wayne","Oakland","Total","Escort",11925.6162094632
"Livingston","Washtenaw","Total","Eating Out",1013.911017682
"Washtenaw","Livingston","Total","Eating Out",1013.911017682
"St. Clair","Macomb","Total","Visiting",1375.265151175
"Macomb","Macomb","Total","Visiting",119612.374146648
"Macomb","St. Clair","Total","Visiting",1318.396898324
"Detroit","Macomb","Total","Escort",14320.3927612912
"Macomb","Detroit","Total","Escort",15256.4861446812
"St. Clair","St. Clair","Total","Escort",54455.6187904138
"Livingston","Oakland","Total","Visiting",2018.972999588
"Oakland","Washtenaw","Total","Visiting",283.463493926
"Macomb","Wayne","Total","Work",30841.420733185
"Macomb","Macomb","Total","University",71334.661629718
"Oakland","Livingston","Total","Visiting",1780.423935109
"Wayne","Macomb","Total","Shop",9037.165025648
"Macomb","Wayne","Total","Shop",10036.6859727797
"Wayne","Detroit","Total","University",13333.6876216746
"Detroit","Wayne","Total","University",12452.2948869386
"Macomb","Macomb","Total","Work-based",62689.175247801
"St. Clair","Macomb","Total","Eating Out",3840.246892707
"Macomb","St. Clair","Total","Eating Out",3276.868589737
"St. Clair","Macomb","Total","Discretionary",3594.62851838156
"Macomb","St. Clair","Total","Discretionary",3491.79412502156
"Washtenaw","Oakland","Total","Eating Out",361.555172193
"Oakland","Washtenaw","Total","Eating Out",361.555172193
"Wayne","Wayne","Total","University",87851.7411711328
"Livingston","Macomb","Total","Work",1940.631536621
"Monroe","Monroe","Total","Work-based",5865.266792046
"Oakland","Macomb","Total","School",12327.277650016
"Macomb","Oakland","Total","School",9749.829474316
"St. Clair","Oakland","Total","Work",2644.678708586
"Macomb","Oakland","Total","Shop",17983.634522403
"Oakland","Macomb","Total","Shop",16954.312369713
"Wayne","Detroit","Total","School",22784.81734118
"Detroit","Wayne","Total","School",26405.34538228
"Monroe","Washtenaw","Total","Work",5934.37969024116
"Macomb","Detroit","Total","Maintenance",8688.3285745275
"Monroe","Wayne","Total","Escort",1136.163933313
"Wayne","Monroe","Total","Escort",999.350214155
"Monroe","Oakland","Total","Work",1102.417823486
"Oakland","Monroe","Total","Work",1163.118069715
"Monroe","Monroe","Total","Eating Out",17910.810214877
"Monroe","Washtenaw","Total","Visiting",582.227313212
"Washtenaw","Monroe","Total","Visiting",368.382491437
"Detroit","Oakland","Total","Maintenance",26635.322083857
"Oakland","Detroit","Total","Maintenance",25260.506799941
"Detroit","Oakland","Total","Escort",8908.502078311
"Oakland","Detroit","Total","Escort",11043.010158767
"St. Clair","Macomb","Total","Work-based",57.255759839
"Washtenaw","Detroit","Total","Maintenance",972.771817732
"Detroit","Washtenaw","Total","Maintenance",1675.837039305
"Detroit","Washtenaw","Total","Discretionary",70.3537574
"Wayne","Washtenaw","Total","Maintenance",13878.1181643788
"Washtenaw","Wayne","Total","Maintenance",12915.9611041968
"Livingston","Wayne","Total","University",286.121346
"Wayne","Livingston","Total","University",99.9752382
"Livingston","Livingston","Total","University",6985.728434177
"Wayne","Macomb","Total","Eating Out",1960.397123398
"Macomb","Wayne","Total","Eating Out",2188.386316466
"St. Clair","St. Clair","Total","Eating Out",19570.825363256
"Macomb","Wayne","Total","Discretionary",5264.974788508
"Monroe","Wayne","Total","Eating Out",1063.452414806
"Wayne","Monroe","Total","Eating Out",1164.090015606
"Macomb","Detroit","Total","Visiting",2679.793467476
"Macomb","Wayne","Total","Maintenance",12773.4611795003
"St. Clair","Macomb","Total","University",2031.389514046
"Macomb","St. Clair","Total","University",2031.389514046
"Wayne","Livingston","Total","Escort",1567.287278017
"Washtenaw","Oakland","Total","Discretionary",3421.488719994
"Oakland","Washtenaw","Total","Discretionary",3261.878325483
"Detroit","Oakland","Total","Discretionary",16057.0693220165
"Oakland","Detroit","Total","Discretionary",18100.7703524765
"Detroit","Wayne","Total","Eating Out",5438.941187017
"Wayne","Detroit","Total","Eating Out",5438.941187017
"Oakland","Detroit","Total","Shop",15146.812327068
"Detroit","Macomb","Total","University",2894.1960209
"Macomb","Detroit","Total","University",2412.561751
"St. Clair","Oakland","Total","Visiting",136.002438563
"Oakland","St. Clair","Total","Visiting",136.002438563
"Detroit","Oakland","Total","Shop",17997.087241559
"Macomb","Detroit","Total","Eating Out",3175.794858154
"Detroit","Macomb","Total","Eating Out",3175.794858154
"Detroit","Macomb","Total","Visiting",2907.746455773
"Monroe","Wayne","Total","Shop",1694.427384551
"Wayne","Monroe","Total","Shop",1713.386685956
"Oakland","Wayne","Total","Escort",8575.4083997772
"Wayne","Oakland","Total","School",16057.679980572
"Oakland","Wayne","Total","School",11705.183172972
"Wayne","Livingston","Total","School",265.9169822
"Livingston","Wayne","Total","School",265.9169822
"Livingston","Detroit","Total","Work-based",83.5140898
"Detroit","Livingston","Total","Work-based",83.5140898
"Detroit","Oakland","Total","University",10529.566908428
"Oakland","Detroit","Total","University",10640.317733213
"Detroit","Macomb","Total","School",12129.335135008
"Macomb","Detroit","Total","School",14348.095022908
"St. Clair","Oakland","Total","Maintenance",1137.982765092
"Oakland","St. Clair","Total","Maintenance",1183.530784254
"Wayne","Monroe","Total","Discretionary",2065.67946956
"Monroe","Wayne","Total","Discretionary",1969.453431893
"Detroit","Oakland","Total","Eating Out",6037.064444411
"Oakland","Detroit","Total","Eating Out",6184.627713551
"Livingston","Livingston","Total","Work-based",9941.113259017
"Detroit","Oakland","Total","School",12231.488736808
"Oakland","Detroit","Total","School",13673.372028908
"Washtenaw","Wayne","Total","Escort",3432.527500363
"Wayne","Washtenaw","Total","Escort",3388.535259797
"Washtenaw","Wayne","Total","Visiting",4126.42146261
"Wayne","Washtenaw","Total","Visiting",3453.062392932
"Washtenaw","Monroe","Total","School",1722.007952888
"Monroe","Washtenaw","Total","School",2185.714803888
"Livingston","Wayne","Total","Discretionary",1721.065027387
"Washtenaw","Wayne","Total","Shop",9383.87974213786
"Wayne","Washtenaw","Total","Shop",7911.47603770286
"Oakland","Washtenaw","Total","Work-based",139.85465991
"Oakland","Washtenaw","Total","Maintenance",3273.935378679
"Washtenaw","Wayne","Total","School",4349.884368588
"Wayne","Washtenaw","Total","School",4578.593165988
"Detroit","Wayne","Total","Work-based",7959.5243899372
"Wayne","Detroit","Total","Work-based",7527.8646318711
"Macomb","Oakland","Total","University",7215.264934757
"Oakland","Macomb","Total","University",7200.345854158
"Oakland","Washtenaw","Total","School",587.119489776
"Oakland","Macomb","Total","Work-based",5621.814860066
"Macomb","Wayne","Total","Visiting",2138.783517673
"Macomb","Wayne","Total","Work-based",1883.630021459
"Wayne","Macomb","Total","Work-based",2144.002320296
"Macomb","Oakland","Total","Visiting",5943.6951020156
"Oakland","Macomb","Total","Visiting",5108.3138245406
"Monroe","Oakland","Total","Discretionary",533.783050949
"Macomb","Monroe","Total","Discretionary",13.143883701
"St. Clair","St. Clair","Total","University",7483.86887979
"Wayne","Monroe","Total","Work-based",454.32080734
"Monroe","Wayne","Total","Work-based",220.557675325
"Livingston","Wayne","Total","Shop",538.761818267
"Washtenaw","Monroe","Total","Shop",2553.643507618
"Monroe","Washtenaw","Total","Shop",2511.461485186
"Monroe","Detroit","Total","Discretionary",193.96046132
"Detroit","Monroe","Total","Discretionary",332.82985121
"St. Clair","Wayne","Total","Escort",375.395143939
"Wayne","Macomb","Total","Escort",4243.997260002
"Monroe","Monroe","Total","University",9791.423644947
"Livingston","Monroe","Total","Visiting",325.916548952
"Monroe","Livingston","Total","Visiting",325.916548952
"Oakland","Detroit","Total","Work-based",2261.262133364
"Detroit","Oakland","Total","Work-based",3006.311012665
"Macomb","Livingston","Total","Work",1143.87122757
"Livingston","Washtenaw","Total","University",948.201423724
"Washtenaw","Livingston","Total","University",1114.361836324
"Macomb","Wayne","Total","Escort",3283.473276523
"Washtenaw","Detroit","Total","Shop",333.5417224
"Washtenaw","Oakland","Total","Shop",1746.73323925
"Oakland","St. Clair","Total","Work",1812.616671525
"St. Clair","Detroit","Total","Work",850.483180598
"Monroe","Wayne","Total","University",530.6170986
"Wayne","Monroe","Total","University",597.8367394
"St. Clair","Detroit","Total","Escort",108.6995425
"Washtenaw","Wayne","Total","Eating Out",857.641912926
"Monroe","Washtenaw","Total","Eating Out",518.098331132
"Washtenaw","Oakland","Total","University",1870.137311992
"Oakland","Washtenaw","Total","Escort",158.424310192
"Livingston","Washtenaw","Total","Shop",1083.869054097
"Washtenaw","Livingston","Total","Shop",1287.257551116
"Wayne","Livingston","Total","Work-based",87.40114303
"St. Clair","Oakland","Total","Discretionary",158.749499365
"Detroit","St. Clair","Total","Work",509.057761628
"Livingston","Wayne","Total","Eating Out",325.26220442
"Wayne","Livingston","Total","Eating Out",325.26220442
"Livingston","Detroit","Total","Maintenance",273.120594695
"Detroit","Livingston","Total","Maintenance",246.851136443
"Wayne","Washtenaw","Total","Eating Out",678.481152426
"Washtenaw","Oakland","Total","Work-based",76.9240826
"Oakland","St. Clair","Total","Shop",1300.4060273
"Oakland","Monroe","Total","Work-based",256.44410169
"Monroe","Oakland","Total","Work-based",256.44410169
"Livingston","Monroe","Total","Discretionary",30.332203682
"Monroe","Livingston","Total","Discretionary",30.332203682
"Oakland","St. Clair","Total","Discretionary",275.834008198
"Monroe","Detroit","Total","Visiting",91.253996
"Detroit","Monroe","Total","Visiting",91.253996
"Wayne","St. Clair","Total","Work",264.083375545
"Macomb","Wayne","Total","University",1534.606115
"Wayne","Macomb","Total","University",722.8689631
"Detroit","Washtenaw","Total","Shop",787.149316
"Wayne","Livingston","Total","Discretionary",515.24638164
"Monroe","Wayne","Total","School",404.319639
"Wayne","Monroe","Total","School",404.319639
"St. Clair","Wayne","Total","Maintenance",534.5549303
"Wayne","St. Clair","Total","Maintenance",457.3142367
"Washtenaw","Detroit","Total","Discretionary",789.232336231
"Oakland","Washtenaw","Total","Shop",1995.032350419
"Wayne","Macomb","Total","Visiting",2374.320601521
"St. Clair","Livingston","Total","Work",197.426696565
"Washtenaw","Detroit","Total","Visiting",234.84726364
"Monroe","Oakland","Total","Visiting",43.494033346
"Oakland","Monroe","Total","Visiting",43.494033346
"Monroe","Detroit","Total","Maintenance",76.640171295
"Detroit","Monroe","Total","Maintenance",147.307163562
"Oakland","Monroe","Total","Discretionary",260.060909558
"Monroe","Washtenaw","Total","University",639.390358511
"Washtenaw","Monroe","Total","University",572.170717711
"Washtenaw","Macomb","Total","Discretionary",70.32183564
"Detroit","Washtenaw","Total","University",173.1451393
"Washtenaw","Detroit","Total","University",173.1451393
"Oakland","Monroe","Total","Maintenance",194.355815021
"St. Clair","Detroit","Total","Eating Out",34.241331915
"Monroe","Washtenaw","Total","Work-based",147.30777411
"Washtenaw","Monroe","Total","Work-based",73.653887055
"Livingston","Oakland","Total","University",700.125267978
"Oakland","Livingston","Total","University",700.125267978
"Washtenaw","Monroe","Total","Eating Out",417.460730332
"Washtenaw","Oakland","Total","Escort",151.901207492
